ID,Materia,Subtopico,Dificuldade,Tempo_Min
3703,Inglês,Reading,1.6,19
3704,Matemática,Trigonometria,1.3,4
3705,Inglês,Reading,2.0,5
3706,Geografia,Física,4.9,14
3707,Geografia,Ambiental,4.8,13
3708,Português,Literatura Brasileira,1.5,2
3709,Português,Literatura Brasileira,2.4,10
3710,Geografia,Cartografia,2.7,8
3711,Inglês,Reading,1.8,5
3712,Biologia,Evolução,4.2,14
3713,Português,Literatura Brasileira,4.3,13
3714,História,Contemporânea,2.7,12
3715,Química,Atomística,2.4,6
3716,Química,Eletroquímica,4.4,27
3717,Português,Semântica,2.7,8
3718,Matemática,Combinatória,1.3,4
3719,Inglês,Vocabulary,2.9,6
3720,Matemática,Estatística,3.6,12
3721,Física,Moderna,3.9,15
3722,História,Brasil República,1.0,6
3723,Física,Termodinâmica,4.1,31
3724,História,Moderna,4.3,13
3725,Inglês,Vocabulary,1.9,6
3726,Inglês,Vocabulary,1.5,6
3727,História,Antiga,2.6,5
3728,Química,Físico-Química,2.9,9
3729,Inglês,Vocabulary,2.1,5
3730,Geografia,Cartografia,1.7,7
3731,História,Brasil República,3.3,11
3732,Inglês,Reading,1.3,3
3733,Química,Inorgânica,4.4,12
3734,Matemática,Geometria Plana,2.9,12
3735,Química,Atomística,1.4,3
3736,Matemática,Estatística,4.2,10
3737,Física,Dinâmica,2.5,9
3738,Inglês,Reading,4.6,14
3739,Matemática,Estatística,4.3,14
3740,História,Moderna,3.0,13
3741,Física,Eletromagnetismo,4.7,14
3742,Química,Físico-Química,4.0,12
3743,Biologia,Botânica,4.9,14
3744,Inglês,Reading,3.2,7
3745,História,Brasil República,1.2,4
3746,Física,Moderna,4.4,14
3747,Física,Termodinâmica,3.4,13
3748,Física,Dinâmica,3.0,13
3749,História,Contemporânea,1.7,7
3750,Química,Inorgânica,3.9,14
3751,Inglês,Vocabulary,3.5,12
3752,Geografia,Humana,3.9,15
3753,Física,Moderna,3.3,10
3754,Matemática,Trigonometria,4.6,12
3755,Inglês,Grammar,3.7,13
3756,Biologia,Ecologia,3.9,15
3757,Inglês,Vocabulary,4.2,15
3758,Português,Literatura Brasileira,2.2,2
3759,Português,Semântica,3.2,11
3760,Português,Gramática,2.1,5
3761,Física,Óptica,1.0,2
3762,Português,Literatura Brasileira,1.6,6
3763,Biologia,Evolução,2.6,6
3764,Matemática,Cálculo,4.9,18
3765,Biologia,Ecologia,3.1,11
3766,Biologia,Botânica,1.2,3
3767,Português,Semântica,1.6,6
3768,Inglês,Vocabulary,3.3,11
3769,Física,Cinemática,2.2,10
3770,Física,Eletromagnetismo,4.6,12
3771,Geografia,Ambiental,3.6,14
3772,Biologia,Evolução,2.6,8
3773,Português,Gramática,2.4,5
3774,História,Brasil Colônia,3.2,9
3775,Matemática,Geometria Plana,2.4,11
3776,História,Brasil Império,1.6,2
3777,Português,Interpretação de Texto,3.6,13
3778,História,Brasil Colônia,1.1,4
3779,Física,Óptica,4.0,15
3780,Física,Moderna,3.1,11
3781,Matemática,Cálculo,3.2,7
3782,Português,Semântica,4.3,12
3783,Física,Óptica,2.1,4
3784,Biologia,Ecologia,3.5,13
3785,Português,Interpretação de Texto,3.2,11
3786,Biologia,Evolução,4.9,16
3787,Inglês,Grammar,4.7,14
3788,Física,Termodinâmica,2.4,7
3789,Matemática,Álgebra,1.5,6
3790,Química,Atomística,4.4,13
3791,Biologia,Evolução,4.7,12
3792,Geografia,Física,1.3,6
3793,Matemática,Geometria Plana,4.3,16
3794,Português,Literatura Brasileira,2.7,11
3795,Química,Atomística,3.1,9
3796,Matemática,Trigonometria,2.9,5
3797,História,Brasil República,4.9,12
3798,História,Brasil Império,5.0,15
3799,Português,Semântica,3.0,13
3800,Português,Interpretação de Texto,1.6,4
3801,Geografia,Cartografia,4.5,14
3802,Geografia,Ambiental,4.6,17
3803,História,Contemporânea,2.3,10
3804,Matemática,Trigonometria,1.5,4
3805,História,Contemporânea,2.6,6
3806,Química,Inorgânica,2.3,4
3807,Português,Interpretação de Texto,3.4,8
3808,Matemática,Estatística,4.7,18
3809,Química,Atomística,1.7,9
3810,Inglês,Grammar,4.9,17
3811,Inglês,Grammar,2.6,9
3812,Física,Óptica,1.1,3
3813,Física,Cinemática,2.5,9
3814,História,Brasil República,4.2,10
3815,Matemática,Combinatória,4.6,11
3816,Inglês,Vocabulary,3.1,12
3817,Inglês,Vocabulary,1.5,3
3818,Geografia,Cartografia,4.7,18
3819,História,Brasil Império,1.5,8
3820,História,Contemporânea,1.7,3
3821,Química,Eletroquímica,1.4,3
3822,História,Medieval,3.9,11
3823,Biologia,Fisiologia Humana,2.4,8
3824,Matemática,Trigonometria,3.2,12
3825,Química,Orgânica,4.9,13
3826,História,Medieval,1.5,8
3827,Biologia,Botânica,2.3,10
3828,História,Antiga,1.1,3
3829,História,Moderna,2.5,7
3830,Química,Físico-Química,4.4,12
3831,Biologia,Genética,4.7,14
3832,Inglês,Vocabulary,4.8,12
3833,Inglês,Grammar,4.6,12
3834,Biologia,Evolução,2.2,9
3835,Química,Inorgânica,1.7,9
3836,Português,Literatura Brasileira,4.3,12
3837,Matemática,Estatística,3.2,7
3838,Português,Literatura Brasileira,4.3,15
3839,Biologia,Citologia,2.5,6
3840,Geografia,Ambiental,3.0,11
3841,Biologia,Ecologia,4.4,11
3842,Matemática,Combinatória,4.7,17
3843,Física,Eletromagnetismo,1.3,4
3844,Inglês,Vocabulary,2.1,10
3845,Português,Interpretação de Texto,5.0,15
3846,Geografia,Geopolítica,2.0,8
3847,Biologia,Botânica,4.5,14
3848,Biologia,Fisiologia Humana,3.8,9
3849,Geografia,Humana,3.6,12
3850,Inglês,Vocabulary,3.0,11
3851,Português,Redação,3.3,11
3852,Química,Eletroquímica,3.4,10
3853,Inglês,Vocabulary,3.8,9
3854,História,Contemporânea,2.8,9
3855,Biologia,Citologia,4.2,14
3856,Português,Interpretação de Texto,1.7,4
3857,Biologia,Botânica,2.8,7
3858,Física,Dinâmica,4.9,17
3859,Inglês,Reading,2.6,9
3860,Biologia,Genética,3.1,7
3861,Biologia,Genética,1.6,14
3862,Química,Físico-Química,1.7,23
3863,Português,Semântica,2.7,6
3864,Inglês,Vocabulary,2.5,21
3865,Biologia,Ecologia,2.5,5
3866,Biologia,Botânica,2.2,5
3867,Física,Eletromagnetismo,3.0,5
3868,Português,Redação,3.6,10
3869,Português,Redação,2.3,4
3870,Matemática,Álgebra,1.8,3
3871,Inglês,Grammar,4.7,10
3872,Português,Semântica,4.3,15
3873,Matemática,Trigonometria,2.7,9
3874,Português,Interpretação de Texto,1.4,1
3875,História,Contemporânea,1.3,7
3876,Biologia,Ecologia,1.0,3
3877,Física,Óptica,3.5,12
3878,História,Contemporânea,3.5,25
3879,Biologia,Fisiologia Humana,2.7,10
3880,Química,Inorgânica,3.1,11
3881,Português,Literatura Brasileira,2.6,5
3882,Biologia,Botânica,2.7,11
3883,Física,Óptica,3.1,12
3884,Inglês,Vocabulary,1.3,1
3885,Geografia,Cartografia,4.4,14
3886,Matemática,Estatística,3.4,8
3887,Química,Inorgânica,4.5,13
3888,Inglês,Vocabulary,3.1,13
3889,Química,Inorgânica,1.1,5
3890,Matemática,Combinatória,4.8,14
3891,Química,Atomística,4.1,14
3892,Geografia,Física,2.8,11
3893,Física,Ondulatória,4.0,13
3894,Química,Atomística,1.4,8
3895,Química,Orgânica,1.4,5
3896,Química,Inorgânica,2.1,8
3897,Inglês,Grammar,3.0,7
3898,História,Moderna,3.9,10
3899,Física,Moderna,3.2,9
3900,Inglês,Reading,2.3,5
3901,Matemática,Combinatória,3.3,13
3902,Geografia,Cartografia,4.3,10
3903,Matemática,Álgebra,3.5,13
3904,Geografia,Cartografia,2.1,5
3905,Biologia,Genética,2.1,5
3906,Química,Estequiometria,3.4,14
3907,História,Antiga,1.2,6
3908,Química,Físico-Química,3.8,10
3909,Física,Dinâmica,5.0,17
3910,Geografia,Física,2.9,8
3911,Matemática,Álgebra,1.5,2
3912,Química,Inorgânica,4.5,17
3913,Física,Termodinâmica,1.7,3
3914,Geografia,Humana,4.8,15
3915,Matemática,Combinatória,3.3,7
3916,Inglês,Reading,4.2,15
3917,Matemática,Álgebra,4.8,17
3918,Física,Eletromagnetismo,3.3,12
3919,Geografia,Geopolítica,1.9,9
3920,Inglês,Grammar,3.4,14
3921,Português,Interpretação de Texto,1.5,5
3922,Física,Óptica,4.3,14
3923,Química,Inorgânica,1.8,7
3924,Física,Dinâmica,4.6,11
3925,Matemática,Geometria Espacial,2.3,10
3926,Português,Literatura Brasileira,3.7,11
3927,Biologia,Evolução,2.4,11
3928,Biologia,Ecologia,4.5,15
3929,Matemática,Trigonometria,4.4,14
3930,Matemática,Estatística,2.7,10
3931,Biologia,Evolução,5.0,17
3932,Biologia,Botânica,2.2,10
3933,Biologia,Fisiologia Humana,4.7,17
3934,História,Brasil Império,4.7,14
3935,Geografia,Física,2.8,8
3936,Matemática,Trigonometria,2.4,7
3937,Física,Termodinâmica,4.8,16
3938,Química,Eletroquímica,4.3,14
3939,Geografia,Geopolítica,1.4,7
3940,História,Moderna,1.1,2
3941,Biologia,Citologia,4.8,15
3942,Português,Gramática,3.4,9
3943,Geografia,Geopolítica,3.8,12
3944,Matemática,Estatística,3.8,9
3945,Português,Redação,2.5,11
3946,História,Moderna,4.8,12
3947,Física,Ondulatória,1.5,4
3948,Geografia,Física,1.0,7
3949,Matemática,Álgebra,2.3,10
3950,Química,Orgânica,4.9,17
3951,História,Brasil Império,3.5,8
3952,Inglês,Grammar,1.2,2
3953,Inglês,Vocabulary,1.8,7
3954,Matemática,Geometria Espacial,3.8,11
3955,Matemática,Geometria Plana,3.7,9
3956,Matemática,Trigonometria,2.2,5
3957,História,Contemporânea,3.9,13
3958,Física,Cinemática,2.1,4
3959,Biologia,Fisiologia Humana,1.2,7
3960,História,Antiga,1.3,5
3961,Física,Dinâmica,5.0,17
3962,Química,Estequiometria,2.4,6
3963,Geografia,Ambiental,2.4,5
3964,Matemática,Álgebra,2.6,9
3965,Matemática,Estatística,1.1,7
3966,Matemática,Álgebra,3.2,10
3967,História,Antiga,4.1,13
3968,História,Moderna,3.7,10
3969,Biologia,Botânica,4.4,16
3970,Geografia,Humana,1.1,4
3971,Português,Literatura Brasileira,2.3,26
3972,Geografia,Física,1.3,4
3973,Geografia,Geopolítica,1.5,4
3974,Física,Óptica,3.1,7
3975,Química,Eletroquímica,4.8,13
3976,Biologia,Genética,2.2,4
3977,Matemática,Estatística,4.1,15
3978,Português,Gramática,2.4,3
3979,Biologia,Citologia,1.6,2
3980,Português,Semântica,2.8,10
3981,Matemática,Geometria Espacial,4.6,14
3982,Geografia,Ambiental,3.2,10
3983,Geografia,Ambiental,4.4,15
3984,Português,Interpretação de Texto,1.7,21
3985,Química,Atomística,4.5,13
3986,Geografia,Ambiental,1.7,6
3987,Matemática,Estatística,3.4,8
3988,Física,Moderna,2.4,10
3989,Matemática,Geometria Plana,1.8,4
3990,Física,Ondulatória,4.2,11
3991,Física,Termodinâmica,4.6,11
3992,Inglês,Vocabulary,1.0,2
3993,Português,Gramática,4.1,11
3994,Geografia,Geopolítica,3.2,11
3995,Geografia,Ambiental,4.0,13
3996,Química,Eletroquímica,3.8,13
3997,Matemática,Estatística,1.2,3
3998,Biologia,Fisiologia Humana,3.1,11
3999,Biologia,Citologia,3.2,8
4000,Inglês,Reading,4.2,12
4001,Matemática,Estatística,1.4,3
4002,Inglês,Reading,1.0,2
4003,História,Brasil República,1.5,3
4004,Química,Eletroquímica,4.8,12
4005,História,Brasil Colônia,2.9,7
4006,Química,Eletroquímica,4.4,11
4007,Português,Interpretação de Texto,3.3,12
4008,Matemática,Estatística,1.5,2
4009,Química,Atomística,3.5,10
4010,Química,Físico-Química,4.4,14
4011,Inglês,Grammar,4.4,11
4012,Biologia,Ecologia,3.9,29
4013,Física,Óptica,2.3,1
4014,Biologia,Citologia,3.7,11
4015,Biologia,Fisiologia Humana,2.8,10
4016,Física,Eletromagnetismo,3.1,7
4017,Matemática,Estatística,1.6,5
4018,Física,Óptica,2.2,4
4019,Química,Estequiometria,4.0,10
4020,Matemática,Geometria Espacial,2.0,8
4021,História,Antiga,3.5,9
4022,Física,Moderna,4.5,14
4023,Inglês,Reading,3.0,11
4024,Geografia,Cartografia,4.4,14
4025,Matemática,Trigonometria,1.9,4
4026,Física,Eletromagnetismo,3.0,9
4027,Matemática,Geometria Espacial,3.3,13
4028,História,Brasil Colônia,3.6,11
4029,Português,Literatura Brasileira,3.7,10
4030,Biologia,Botânica,2.7,5
4031,Inglês,Reading,1.5,3
4032,Português,Gramática,1.4,4
4033,Biologia,Fisiologia Humana,3.7,14
4034,Geografia,Ambiental,3.8,10
4035,Física,Ondulatória,3.1,7
4036,Inglês,Vocabulary,4.8,17
4037,Português,Literatura Brasileira,3.6,14
4038,Física,Ondulatória,3.4,10
4039,Biologia,Genética,3.2,8
4040,História,Brasil Império,4.9,14
4041,Matemática,Geometria Espacial,3.1,9
4042,Biologia,Citologia,4.2,10
4043,Geografia,Ambiental,3.0,5
4044,Inglês,Vocabulary,2.6,10
4045,História,Brasil Império,2.3,8
4046,História,Moderna,4.1,15
4047,Geografia,Humana,2.4,7
4048,Inglês,Grammar,2.6,9
4049,Português,Gramática,2.7,7
4050,Física,Dinâmica,2.4,9
4051,Matemática,Cálculo,2.3,8
4052,História,Brasil República,1.4,8
4053,Português,Redação,1.6,4
4054,Português,Semântica,2.2,4
4055,Biologia,Citologia,2.8,7
4056,Biologia,Ecologia,4.1,10
4057,História,Medieval,2.5,7
4058,Matemática,Estatística,4.8,16
4059,Biologia,Genética,4.2,13
4060,Física,Termodinâmica,4.1,11
4061,Matemática,Trigonometria,3.3,13
4062,Inglês,Reading,1.4,2
4063,Matemática,Cálculo,3.6,11
4064,Geografia,Humana,1.6,4
4065,Inglês,Reading,4.7,14
4066,Química,Físico-Química,2.5,7
4067,Química,Inorgânica,4.6,14
4068,História,Brasil Colônia,4.4,16
4069,Inglês,Reading,1.4,3
4070,Matemática,Estatística,3.1,12
4071,Química,Físico-Química,4.6,12
4072,Português,Semântica,3.7,10
4073,Inglês,Reading,1.4,7
4074,Matemática,Combinatória,3.5,9
4075,Inglês,Vocabulary,1.3,3
4076,Geografia,Ambiental,3.6,22
4077,Inglês,Vocabulary,1.7,5
4078,Química,Orgânica,2.9,7
4079,Física,Óptica,1.1,5
4080,Física,Moderna,4.7,16
4081,Física,Óptica,5.0,14
4082,Física,Dinâmica,2.5,10
4083,Química,Estequiometria,4.1,15
4084,Matemática,Cálculo,3.6,13
4085,Inglês,Reading,2.4,9
4086,Geografia,Humana,4.6,12
4087,Inglês,Reading,3.8,13
4088,Química,Atomística,2.1,9
4089,Biologia,Ecologia,1.9,6
4090,Física,Eletromagnetismo,2.4,5
4091,Matemática,Cálculo,4.9,30
4092,Inglês,Reading,4.1,16
4093,Biologia,Fisiologia Humana,1.2,15
4094,Português,Gramática,2.4,11
4095,Biologia,Botânica,3.7,10
4096,Física,Moderna,3.0,12
4097,Português,Interpretação de Texto,3.1,10
4098,Inglês,Reading,2.3,5
4099,Química,Físico-Química,4.9,17
4100,Química,Físico-Química,4.8,16
4101,Matemática,Estatística,1.4,4
4102,Química,Orgânica,3.2,12
4103,Química,Eletroquímica,4.3,15
4104,Química,Físico-Química,3.9,9
4105,Português,Literatura Brasileira,4.3,12
4106,Biologia,Ecologia,3.6,9
4107,Inglês,Reading,1.3,5
4108,Matemática,Geometria Espacial,2.6,7
4109,Física,Moderna,1.9,5
4110,Biologia,Botânica,4.8,17
4111,Geografia,Humana,1.1,2
4112,Português,Literatura Brasileira,2.6,11
4113,História,Moderna,2.6,10
4114,Inglês,Vocabulary,2.5,10
4115,História,Contemporânea,2.9,8
4116,Física,Moderna,1.7,3
4117,Geografia,Física,2.7,6
4118,Física,Eletromagnetismo,4.1,12
4119,Português,Interpretação de Texto,1.1,2
4120,Português,Redação,4.9,15
4121,Inglês,Grammar,4.2,16
4122,Matemática,Combinatória,1.5,5
4123,Química,Eletroquímica,1.1,6
4124,Inglês,Reading,1.5,3
4125,História,Antiga,4.8,18
4126,Português,Redação,2.6,10
4127,Inglês,Grammar,1.1,4
4128,Biologia,Citologia,1.7,6
4129,Biologia,Citologia,4.2,11
4130,Química,Inorgânica,3.6,8
4131,Inglês,Grammar,3.8,13
4132,Inglês,Vocabulary,3.2,13
4133,Biologia,Evolução,3.7,14
4134,História,Medieval,1.5,8
4135,Português,Interpretação de Texto,2.2,3
4136,Biologia,Citologia,1.6,6
4137,Física,Termodinâmica,4.4,14
4138,Português,Interpretação de Texto,5.0,16
4139,História,Brasil Império,1.0,19
4140,Inglês,Grammar,2.2,10
4141,Português,Semântica,2.6,9
4142,Inglês,Grammar,4.5,17
4143,Biologia,Fisiologia Humana,4.6,11
4144,História,Contemporânea,2.3,21
4145,Geografia,Humana,2.9,4
4146,Português,Redação,1.7,3
4147,Física,Ondulatória,3.3,11
4148,Português,Literatura Brasileira,2.3,1
4149,Matemática,Geometria Plana,2.5,9
4150,Química,Inorgânica,2.7,8
4151,Biologia,Citologia,4.4,15
4152,Geografia,Ambiental,2.6,8
4153,Português,Literatura Brasileira,2.2,6
4154,História,Moderna,1.9,9
4155,Física,Moderna,4.6,14
4156,Biologia,Botânica,2.0,10
4157,História,Brasil Colônia,3.3,11
4158,História,Brasil Império,2.1,9
4159,Química,Físico-Química,1.9,7
4160,Português,Literatura Brasileira,3.4,9
4161,História,Antiga,2.0,4
4162,Inglês,Reading,1.2,7
4163,Inglês,Reading,2.9,12
4164,Geografia,Humana,2.1,7
4165,Geografia,Geopolítica,2.9,12
4166,Química,Atomística,2.0,1
4167,História,Brasil Império,4.7,16
4168,Biologia,Botânica,1.2,1
4169,Química,Atomística,1.8,5
4170,Português,Interpretação de Texto,3.1,8
4171,Geografia,Ambiental,2.3,7
4172,Matemática,Cálculo,4.8,12
4173,Biologia,Citologia,2.0,6
4174,Biologia,Ecologia,3.8,10
4175,Física,Cinemática,1.9,5
4176,Matemática,Geometria Plana,2.2,10
4177,Português,Literatura Brasileira,4.7,12
4178,Biologia,Genética,2.2,6
4179,Português,Literatura Brasileira,3.6,30
4180,Inglês,Vocabulary,3.3,12
4181,Português,Redação,4.3,9
4182,História,Brasil Império,4.0,11
4183,Física,Ondulatória,3.7,11
4184,Física,Óptica,2.1,6
4185,Biologia,Ecologia,1.2,7
4186,Geografia,Física,1.7,7
4187,História,Brasil Império,2.6,11
4188,Geografia,Humana,1.8,4
4189,Biologia,Citologia,1.5,5
4190,Física,Dinâmica,1.8,18
4191,Biologia,Ecologia,2.6,10
4192,Física,Ondulatória,4.6,13
4193,Matemática,Trigonometria,4.4,14
4194,Geografia,Geopolítica,2.0,5
4195,História,Moderna,2.5,6
4196,Biologia,Evolução,3.3,13
4197,Inglês,Reading,1.9,8
4198,Química,Atomística,1.5,2
4199,Matemática,Álgebra,2.8,7
4200,Química,Orgânica,1.2,4
4201,Português,Interpretação de Texto,3.6,13
4202,Física,Moderna,4.7,17
4203,Inglês,Grammar,4.3,14
4204,Química,Orgânica,1.2,5
4205,Biologia,Botânica,4.5,17
4206,Inglês,Vocabulary,1.6,2
4207,Química,Físico-Química,2.3,1
4208,Português,Redação,2.1,8
4209,Química,Físico-Química,2.9,9
4210,Física,Moderna,1.7,3
4211,Matemática,Álgebra,3.1,7
4212,Biologia,Evolução,2.4,8
4213,Matemática,Estatística,4.7,12
4214,Inglês,Reading,4.5,16
4215,Matemática,Combinatória,3.5,9
4216,Geografia,Física,3.4,10
4217,Geografia,Humana,3.4,14
4218,Física,Óptica,1.4,5
4219,Português,Interpretação de Texto,2.0,5
4220,Química,Atomística,2.4,6
4221,Física,Óptica,1.7,8
4222,História,Brasil República,4.5,12
4223,Biologia,Evolução,3.9,15
4224,Biologia,Genética,4.9,15
4225,Matemática,Geometria Espacial,3.0,11
4226,Geografia,Física,2.1,16
4227,Geografia,Ambiental,3.7,14
4228,Geografia,Física,3.4,9
4229,Inglês,Grammar,2.0,5
4230,Português,Semântica,3.5,12
4231,Geografia,Cartografia,1.9,6
4232,Inglês,Grammar,4.2,12
4233,Química,Atomística,2.7,8
4234,Física,Dinâmica,4.2,15
4235,Geografia,Ambiental,3.9,13
4236,História,Antiga,1.3,7
4237,Português,Literatura Brasileira,1.2,3
4238,Português,Literatura Brasileira,2.7,11
4239,Química,Eletroquímica,2.6,10
4240,História,Moderna,4.1,13
4241,Português,Gramática,2.3,8
4242,Matemática,Estatística,3.7,10
4243,Biologia,Evolução,1.4,8
4244,Matemática,Álgebra,2.1,10
4245,Biologia,Evolução,4.4,16
4246,Física,Dinâmica,4.4,17
4247,Química,Atomística,2.5,10
4248,Física,Ondulatória,2.5,8
4249,Português,Redação,3.0,7
4250,Física,Moderna,3.3,9
4251,Matemática,Trigonometria,2.2,5
4252,Matemática,Álgebra,4.2,14
4253,Inglês,Grammar,3.6,14
4254,Geografia,Ambiental,2.3,7
4255,Português,Interpretação de Texto,4.8,14
4256,Física,Eletromagnetismo,2.7,8
4257,Química,Atomística,3.4,11
4258,Química,Físico-Química,1.3,3
4259,Física,Cinemática,2.1,8
4260,Biologia,Citologia,2.1,8
4261,Física,Cinemática,2.9,7
4262,Português,Redação,3.4,10
4263,Física,Ondulatória,1.6,2
4264,Matemática,Álgebra,1.9,6
4265,Matemática,Estatística,3.8,9
4266,Matemática,Álgebra,2.4,6
4267,Geografia,Humana,3.2,7
4268,Matemática,Geometria Espacial,3.5,9
4269,História,Medieval,4.5,15
4270,Matemática,Geometria Espacial,3.2,10
4271,Química,Eletroquímica,4.1,10
4272,Matemática,Trigonometria,2.6,6
4273,Inglês,Grammar,4.7,13
4274,Biologia,Botânica,3.4,14
4275,Biologia,Genética,4.3,15
4276,Física,Eletromagnetismo,2.3,9
4277,Português,Literatura Brasileira,2.6,8
4278,História,Contemporânea,1.4,3
4279,Química,Eletroquímica,3.0,8
4280,Química,Atomística,3.7,14
4281,Biologia,Ecologia,4.6,15
4282,Física,Eletromagnetismo,2.9,12
4283,Matemática,Trigonometria,4.8,15
4284,Física,Ondulatória,1.2,6
4285,Geografia,Ambiental,1.7,7
4286,Física,Moderna,3.6,14
4287,Física,Eletromagnetismo,1.5,5
4288,Física,Óptica,4.7,14
4289,Português,Redação,4.4,15
4290,História,Brasil Colônia,3.6,13
4291,Matemática,Estatística,4.3,13
4292,Português,Interpretação de Texto,3.8,13
4293,Português,Literatura Brasileira,3.4,14
4294,Física,Dinâmica,2.3,8
4295,Química,Orgânica,2.3,9
4296,Português,Gramática,4.1,11
4297,Matemática,Trigonometria,2.1,10
4298,Português,Semântica,3.4,8
4299,Inglês,Vocabulary,3.5,12
4300,Matemática,Cálculo,4.1,15
4301,Inglês,Grammar,3.2,13
4302,História,Brasil Império,2.1,5
4303,História,Antiga,2.6,11
4304,Inglês,Vocabulary,4.8,15
4305,Física,Óptica,2.2,4
4306,História,Brasil Colônia,2.3,5
4307,Português,Gramática,2.3,10
4308,Matemática,Geometria Plana,2.6,5
4309,Português,Semântica,2.2,4
4310,Matemática,Combinatória,3.2,13
4311,História,Brasil Colônia,3.1,7
4312,Biologia,Evolução,4.2,12
4313,Biologia,Botânica,3.4,14
4314,Física,Eletromagnetismo,2.4,6
4315,Matemática,Geometria Plana,4.7,14
4316,Matemática,Álgebra,1.0,1
4317,Português,Gramática,3.4,12
4318,Geografia,Humana,1.1,3
4319,Português,Interpretação de Texto,1.4,6
4320,Biologia,Fisiologia Humana,4.9,14
4321,Português,Semântica,3.3,10
4322,Matemática,Estatística,1.5,5
4323,Matemática,Álgebra,1.5,5
4324,Geografia,Física,1.2,3
4325,História,Brasil Colônia,1.5,2
4326,Português,Semântica,2.1,7
4327,Português,Interpretação de Texto,1.7,6
4328,Química,Físico-Química,1.5,6
4329,Português,Semântica,1.5,8
4330,Química,Físico-Química,4.8,16
4331,Matemática,Geometria Espacial,1.9,8
4332,História,Brasil Império,4.2,12
4333,Inglês,Grammar,2.2,10
4334,Geografia,Geopolítica,3.4,10
4335,Química,Atomística,4.4,15
4336,Biologia,Ecologia,1.0,2
4337,História,Brasil Colônia,3.9,10
4338,Matemática,Álgebra,4.0,15
4339,Química,Atomística,4.7,17
4340,Inglês,Reading,4.7,17
4341,Inglês,Grammar,1.6,6
4342,Biologia,Botânica,2.4,10
4343,Geografia,Ambiental,2.3,9
4344,História,Medieval,3.7,14
4345,Geografia,Física,2.6,7
4346,Inglês,Grammar,3.5,8
4347,Geografia,Física,3.1,9
4348,História,Brasil República,1.4,4
4349,História,Brasil Império,1.9,4
4350,Geografia,Humana,2.2,9
4351,História,Antiga,4.3,10
4352,Geografia,Ambiental,2.2,8
4353,Inglês,Reading,2.0,8
4354,Biologia,Citologia,2.3,8
4355,Matemática,Geometria Plana,1.8,6
4356,Física,Moderna,4.2,11
4357,Química,Inorgânica,4.7,16
4358,Química,Estequiometria,1.3,4
4359,Inglês,Reading,1.0,4
4360,Química,Orgânica,3.7,9
4361,Inglês,Vocabulary,2.2,9
4362,Biologia,Ecologia,3.9,15
4363,Matemática,Álgebra,3.0,9
4364,Português,Semântica,1.8,6
4365,Inglês,Reading,3.9,12
4366,Química,Estequiometria,4.2,10
4367,História,Medieval,1.8,7
4368,História,Brasil Império,3.5,10
4369,Matemática,Cálculo,3.4,8
4370,Matemática,Álgebra,1.2,3
4371,Inglês,Reading,3.3,8
4372,Geografia,Humana,1.4,6
4373,Português,Redação,2.2,9
4374,História,Brasil Império,2.1,10
4375,História,Brasil República,4.0,15
4376,Inglês,Vocabulary,2.5,7
4377,Inglês,Grammar,3.5,14
4378,Química,Estequiometria,4.0,10
4379,Química,Físico-Química,1.3,4
4380,Física,Moderna,1.6,3
4381,Inglês,Reading,2.8,12
4382,História,Brasil Colônia,4.7,18
4383,História,Contemporânea,4.7,18
4384,Química,Estequiometria,5.0,13
4385,Física,Dinâmica,3.9,10
4386,Geografia,Cartografia,4.4,11
4387,Biologia,Botânica,4.9,16
4388,Física,Termodinâmica,4.8,12
4389,Matemática,Estatística,4.2,16
4390,Química,Atomística,2.8,8
4391,Geografia,Humana,3.2,10
4392,Biologia,Genética,4.3,15
4393,Geografia,Ambiental,3.2,7
4394,Geografia,Humana,1.5,7
4395,Física,Cinemática,3.3,7
4396,Matemática,Geometria Plana,4.8,18
4397,Inglês,Grammar,1.5,4
4398,Física,Dinâmica,3.9,29
4399,Geografia,Ambiental,4.2,15
4400,Física,Cinemática,2.1,5
4401,História,Medieval,3.9,9
4402,Geografia,Ambiental,3.0,10
4403,Química,Inorgânica,1.3,5
4404,Português,Redação,2.0,10
4405,Matemática,Estatística,1.0,3
4406,Português,Gramática,2.5,8
4407,Biologia,Citologia,3.6,14
4408,Português,Literatura Brasileira,3.3,9
4409,Geografia,Física,1.4,5
4410,Matemática,Estatística,1.5,3
4411,Inglês,Grammar,1.7,23
4412,Português,Semântica,2.6,6
4413,História,Medieval,3.1,9
4414,História,Antiga,4.3,10
4415,Matemática,Álgebra,3.5,10
4416,Biologia,Ecologia,3.1,9
4417,Português,Interpretação de Texto,1.2,2
4418,Matemática,Geometria Plana,3.7,10
4419,Inglês,Reading,1.0,4
4420,Biologia,Fisiologia Humana,1.5,8
4421,Física,Termodinâmica,3.5,11
4422,Física,Eletromagnetismo,4.0,12
4423,Biologia,Citologia,3.3,7
4424,Português,Semântica,2.6,11
4425,Matemática,Cálculo,1.7,9
4426,História,Brasil República,3.0,13
4427,Geografia,Geopolítica,1.4,8
4428,Geografia,Ambiental,4.0,16
4429,Inglês,Reading,2.8,6
4430,Português,Redação,4.8,18
4431,Física,Moderna,2.5,7
4432,Matemática,Geometria Plana,2.2,8
4433,Física,Eletromagnetismo,3.0,10
